Id,Sentiment,Text Tweet,cleaned_text,label,Text Tweet_len,punct,token,stop,stemmed
99,0,"hanya membicarakan permasalahan orang lain, memalukan",hanya membicarakan permasalahan orang lain  memalukan,,48,2.1,"['hanya', 'membicarakan', 'permasalahan', 'orang', 'lain', 'memalukan']","['membicarakan', 'permasalahan', 'orang', 'memalukan']","['bicara', 'masalah', 'orang', 'malu']"
100,0,dedy sombong nya keteraluan,dedy sombong nya keteraluan,,24,0.0,"['dedy', 'sombong', 'nya', 'keteraluan']","['dedy', 'sombong', 'nya', 'keteraluan']","['dedy', 'sombong', 'nya', 'alu']"
101,1,"Suka banget nonton #IndonesiaLawyersClub bisa menambah wawasan, bisa belajar cara membicarakan suatu masalah, keren @ILC_tvOnenews",suka banget nonton  indonesialawyersclub bisa menambah wawasan  bisa belajar cara membicarakan suatu masalah  keren  ilc tvonenews,0.0,116,4.3,"['suka', 'banget', 'nonton', 'indonesialawyersclub', 'bisa', 'menambah', 'wawasan', 'bisa', 'belajar', 'cara', 'membicarakan', 'suatu', 'masalah', 'keren', 'ilc', 'tvonenews']","['suka', 'banget', 'nonton', 'indonesialawyersclub', 'menambah', 'wawasan', 'belajar', 'cara', 'membicarakan', 'suatu', 'masalah', 'keren', 'ilc', 'tvonenews']","['suka', 'banget', 'nonton', 'indonesialawyersclub', 'tambah', 'wawas', 'ajar', 'cara', 'bicara', 'suatu', 'masalah', 'keren', 'ilc', 'tvonenews']"
102,1,"ngakak, mantap dah pokoknya seru",ngakak  mantap dah pokoknya seru,0.0,28,3.5999999999999996,"['ngakak', 'mantap', 'dah', 'pokoknya', 'seru']","['ngakak', 'mantap', 'dah', 'pokoknya', 'seru']","['ngakak', 'mantap', 'dah', 'pokok', 'seru']"
103,1,RINDU ILC INDOBESIA LAWYERS CLUB DI TVONE,rindu ilc indobesia lawyers club di tvone,0.0,35,0.0,"['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'di', 'tvone']","['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'tvone']","['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'tvone']"
104,1,"Indonesia Lawyers Club merupakan program talkshow paling ditunggu pemirsa tvOne, yang membahas topik2 terkini #9TAHUNTVONE",indonesia lawyers club merupakan program talkshow paling ditunggu pemirsa tvone  yang membahas topik  terkini   tahuntvone,0.0,108,1.9,"['indonesia', 'lawyers', 'club', 'merupakan', 'program', 'talkshow', 'paling', 'ditunggu', 'pemirsa', 'tvone', 'yang', 'membahas', 'topik', 'terkini', 'tahuntvone']","['indonesia', 'lawyers', 'club', 'merupakan', 'program', 'talkshow', 'paling', 'ditunggu', 'pemirsa', 'tvone', 'membahas', 'topik', 'terkini', 'tahuntvone']","['indonesia', 'lawyers', 'club', 'rupa', 'program', 'talkshow', 'paling', 'tunggu', 'pirsa', 'tvone', 'bahas', 'topik', 'kini', 'tahuntvone']"
105,1,Selalu kagum dengan Buya Syafii Maarif - ILC tvOne https://youtu.be/gPXSkLtAL5Y,selalu kagum dengan buya syafii maarif   ilc tvone https   youtu be gpxskltal y,0.0,70,8.6,"['selalu', 'kagum', 'dengan', 'buya', 'syafii', 'maarif', 'ilc', 'tvone', 'https', 'youtu', 'be', 'gpxskltal', 'y']","['selalu', 'kagum', 'buya', 'syafii', 'maarif', 'ilc', 'tvone', 'https', 'youtu', 'be', 'gpxskltal', 'y']","['selalu', 'kagum', 'buya', 'syafii', 'maarif', 'ilc', 'tvone', 'https', 'youtu', 'be', 'gpxskltal', 'y']"
106,1,"Saya punya Panglima yang membanggakan, ILC tvOne https://youtu.be/tR2tN1u7eAw",saya punya panglima yang membanggakan  ilc tvone https   youtu be tr tn u eaw,0.0,70,8.6,"['saya', 'punya', 'panglima', 'yang', 'membanggakan', 'ilc', 'tvone', 'https', 'youtu', 'be', 'tr', 'tn', 'u', 'eaw']","['punya', 'panglima', 'membanggakan', 'ilc', 'tvone', 'https', 'youtu', 'be', 'tr', 'tn', 'u', 'eaw']","['punya', 'panglima', 'bangga', 'ilc', 'tvone', 'https', 'youtu', 'be', 'tr', 'tn', 'u', 'eaw']"
107,1,Rating Indonesia Lawyers Club TV One Langsung Melesat #tvone #setelah411,rating indonesia lawyers club tv one langsung melesat  tvone  setelah   ,0.0,63,3.2,"['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'langsung', 'melesat', 'tvone', 'setelah']","['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'langsung', 'melesat', 'tvone']","['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'langsung', 'lesat', 'tvone']"
108,1,Sejuk kalo ILC itu kayak gini obrolannya - ILC tvOne,sejuk kalo ilc itu kayak gini obrolannya   ilc tvone,0.0,43,2.3,"['sejuk', 'kalo', 'ilc', 'itu', 'kayak', 'gini', 'obrolannya', 'ilc', 'tvone']","['sejuk', 'kalo', 'ilc', 'kayak', 'gini', 'obrolannya', 'ilc', 'tvone']","['sejuk', 'kalo', 'ilc', 'kayak', 'gin', 'obrol', 'ilc', 'tvone']"
109,1,"semuanya nonton tvOne, Indonesia Lawyers Club yuk",semuanya nonton tvone  indonesia lawyers club yuk,0.0,43,2.3,"['semuanya', 'nonton', 'tvone', 'indonesia', 'lawyers', 'club', 'yuk']","['semuanya', 'nonton', 'tvone', 'indonesia', 'lawyers', 'club', 'yuk']","['semua', 'nonton', 'tvone', 'indonesia', 'lawyers', 'club', 'yuk']"
110,1,Belajar cara berdebat di bidang hukum #ilc,belajar cara berdebat di bidang hukum  ilc,0.0,36,2.8000000000000003,"['belajar', 'cara', 'berdebat', 'di', 'bidang', 'hukum', 'ilc']","['belajar', 'cara', 'berdebat', 'bidang', 'hukum', 'ilc']","['ajar', 'cara', 'debat', 'bidang', 'hukum', 'ilc']"
111,1,Selamat tayang kembali Indonesia Lawyers Club tvOne,selamat tayang kembali indonesia lawyers club tvone,0.0,45,0.0,"['selamat', 'tayang', 'kembali', 'indonesia', 'lawyers', 'club', 'tvone']","['selamat', 'tayang', 'indonesia', 'lawyers', 'club', 'tvone']","['selamat', 'tayang', 'indonesia', 'lawyers', 'club', 'tvone']"
112,1,Ini yg bikin adem Hati.. Aa Gymnastiar #ilc,ini yg bikin adem hati   aa gymnastiar  ilc,0.0,36,8.3,"['ini', 'yg', 'bikin', 'adem', 'hati', 'aa', 'gymnastiar', 'ilc']","['yg', 'bikin', 'adem', 'hati', 'aa', 'gymnastiar', 'ilc']","['yg', 'bikin', 'adem', 'hati', 'aa', 'gymnastiar', 'ilc']"
113,1,Ikhlas itu melepaskan dan mendoakan.. #ILC,ikhlas itu melepaskan dan mendoakan    ilc,0.0,37,8.1,"['ikhlas', 'itu', 'melepaskan', 'dan', 'mendoakan', 'ilc']","['ikhlas', 'melepaskan', 'mendoakan', 'ilc']","['ikhlas', 'lepas', 'doa', 'ilc']"
114,1,Bang @karniilyas cerdas ... #ILC hebat,bang  karniilyas cerdas      ilc hebat,0.0,33,15.2,"['bang', 'karniilyas', 'cerdas', 'ilc', 'hebat']","['bang', 'karniilyas', 'cerdas', 'ilc', 'hebat']","['bang', 'karniilyas', 'cerdas', 'ilc', 'hebat']"
115,1,pak Ustadz. keren banget.. #ILC,pak ustadz  keren banget    ilc,0.0,27,14.799999999999999,"['pak', 'ustadz', 'keren', 'banget', 'ilc']","['pak', 'ustadz', 'keren', 'banget', 'ilc']","['pak', 'ustadz', 'keren', 'banget', 'ilc']"
116,1,#ilc saatnya damai bersenandung, ilc saatnya damai bersenandung,0.0,28,3.5999999999999996,"['ilc', 'saatnya', 'damai', 'bersenandung']","['ilc', 'saatnya', 'damai', 'bersenandung']","['ilc', 'saat', 'damai', 'senandung']"
117,1,Saatnya Damai Bersenandung #ILC dan Pemecah Belah Umat Beragama Dimusnahkan,saatnya damai bersenandung  ilc dan pemecah belah umat beragama dimusnahkan,0.0,66,1.5,"['saatnya', 'damai', 'bersenandung', 'ilc', 'dan', 'pemecah', 'belah', 'umat', 'beragama', 'dimusnahkan']","['saatnya', 'damai', 'bersenandung', 'ilc', 'pemecah', 'belah', 'umat', 'beragama', 'dimusnahkan']","['saat', 'damai', 'senandung', 'ilc', 'pecah', 'belah', 'umat', 'agama', 'musnah']"
118,1,Semoga makin paham seperti apa sejatinya rupa Indonesia #ILC,semoga makin paham seperti apa sejatinya rupa indonesia  ilc,0.0,52,1.9,"['semoga', 'makin', 'paham', 'seperti', 'apa', 'sejatinya', 'rupa', 'indonesia', 'ilc']","['semoga', 'makin', 'paham', 'apa', 'sejatinya', 'rupa', 'indonesia', 'ilc']","['moga', 'makin', 'paham', 'apa', 'sejati', 'rupa', 'indonesia', 'ilc']"
119,1,ILC malam ini adem #indonesialawyersclub,ilc malam ini adem  indonesialawyersclub,0.0,36,2.8000000000000003,"['ilc', 'malam', 'ini', 'adem', 'indonesialawyersclub']","['ilc', 'malam', 'adem', 'indonesialawyersclub']","['ilc', 'malam', 'adem', 'indonesialawyersclub']"
120,1,"Indahnya ILC malam ini, semua pemuka agama saling rangkul dan setuju untuk meninggalkan kasus ahok yang merusak keselarasan bangsa #ILC",indahnya ilc malam ini  semua pemuka agama saling rangkul dan setuju untuk meninggalkan kasus ahok yang merusak keselarasan bangsa  ilc,0.0,116,1.7000000000000002,"['indahnya', 'ilc', 'malam', 'ini', 'semua', 'pemuka', 'agama', 'saling', 'rangkul', 'dan', 'setuju', 'untuk', 'meninggalkan', 'kasus', 'ahok', 'yang', 'merusak', 'keselarasan', 'bangsa', 'ilc']","['indahnya', 'ilc', 'malam', 'semua', 'pemuka', 'agama', 'saling', 'rangkul', 'setuju', 'meninggalkan', 'kasus', 'ahok', 'merusak', 'keselarasan', 'bangsa', 'ilc']","['indah', 'ilc', 'malam', 'semua', 'muka', 'agama', 'saling', 'rangkul', 'tuju', 'tinggal', 'kasus', 'ahok', 'rusak', 'selaras', 'bangsa', 'ilc']"
121,1,Setuju banget sama bapak ustad #ILC,setuju banget sama bapak ustad  ilc,0.0,30,3.3000000000000003,"['setuju', 'banget', 'sama', 'bapak', 'ustad', 'ilc']","['setuju', 'banget', 'sama', 'bapak', 'ustad', 'ilc']","['tuju', 'banget', 'sama', 'bapak', 'ustad', 'ilc']"
122,1,Top banget Utadz Zaitun Rasmin #ilc,top banget utadz zaitun rasmin  ilc,0.0,30,3.3000000000000003,"['top', 'banget', 'utadz', 'zaitun', 'rasmin', 'ilc']","['top', 'banget', 'utadz', 'zaitun', 'rasmin', 'ilc']","['top', 'banget', 'utadz', 'zaitun', 'rasmin', 'ilc']"
123,1,Yuk tonton TVOne selalu menyajikan berita2 obyektif #TVOneSllDihati,yuk tonton tvone selalu menyajikan berita  obyektif  tvoneslldihati,0.0,60,1.7000000000000002,"['yuk', 'tonton', 'tvone', 'selalu', 'menyajikan', 'berita', 'obyektif', 'tvoneslldihati']","['yuk', 'tonton', 'tvone', 'selalu', 'menyajikan', 'berita', 'obyektif', 'tvoneslldihati']","['yuk', 'tonton', 'tvone', 'selalu', 'saji', 'berita', 'obyektif', 'tvoneslldihati']"
124,1,"#ilc,,, polmart memang bijaksana", ilc    polmart memang bijaksana,0.0,29,13.8,"['ilc', 'polmart', 'memang', 'bijaksana']","['ilc', 'polmart', 'memang', 'bijaksana']","['ilc', 'polmart', 'memang', 'bijaksana']"
125,1,Rakyat mendukung KPK usut tuntas kasus e-KTP @karniilyas #ILCTVOne,rakyat mendukung kpk usut tuntas kasus e ktp  karniilyas  ilctvone,0.0,58,5.2,"['rakyat', 'mendukung', 'kpk', 'usut', 'tuntas', 'kasus', 'e', 'ktp', 'karniilyas', 'ilctvone']","['rakyat', 'mendukung', 'kpk', 'usut', 'tuntas', 'kasus', 'e', 'ktp', 'karniilyas', 'ilctvone']","['rakyat', 'dukung', 'kpk', 'usut', 'tuntas', 'kasus', 'e', 'ktp', 'karniilyas', 'ilctvone']"
126,1,Acara televisi yang sangat saya suka #ilcTvOne,acara televisi yang sangat saya suka  ilctvone,0.0,40,2.5,"['acara', 'televisi', 'yang', 'sangat', 'saya', 'suka', 'ilctvone']","['acara', 'televisi', 'sangat', 'suka', 'ilctvone']","['acara', 'televisi', 'sangat', 'suka', 'ilctvone']"
127,1,ga sabar nunggu 2019!!! #ILCTvOne,ga sabar nunggu          ilctvone,0.0,29,13.8,"['ga', 'sabar', 'nunggu', 'ilctvone']","['ga', 'sabar', 'nunggu', 'ilctvone']","['ga', 'sabar', 'nunggu', 'ilctvone']"
128,1,semangat dan sehat selalu pak karni penonton setia menunggu ILC tayang kembali @karniilyas #ILCtvone,semangat dan sehat selalu pak karni penonton setia menunggu ilc tayang kembali  karniilyas  ilctvone,0.0,87,2.3,"['semangat', 'dan', 'sehat', 'selalu', 'pak', 'karni', 'penonton', 'setia', 'menunggu', 'ilc', 'tayang', 'kembali', 'karniilyas', 'ilctvone']","['semangat', 'sehat', 'selalu', 'pak', 'karni', 'penonton', 'setia', 'menunggu', 'ilc', 'tayang', 'karniilyas', 'ilctvone']","['semangat', 'sehat', 'selalu', 'pak', 'karni', 'tonton', 'setia', 'tunggu', 'ilc', 'tayang', 'karniilyas', 'ilctvone']"
129,1,Adem dengerin nasehat dari Aa gym semoga sehat slalu dan dalam lindunganNYA #IslamJagaNKRI @GeneralGatot #ILCtvone,adem dengerin nasehat dari aa gym semoga sehat slalu dan dalam lindungannya  islamjagankri  generalgatot  ilctvone,0.0,100,3.0,"['adem', 'dengerin', 'nasehat', 'dari', 'aa', 'gym', 'semoga', 'sehat', 'slalu', 'dan', 'dalam', 'lindungannya', 'islamjagankri', 'generalgatot', 'ilctvone']","['adem', 'dengerin', 'nasehat', 'aa', 'gym', 'semoga', 'sehat', 'slalu', 'lindungannya', 'islamjagankri', 'generalgatot', 'ilctvone']","['adem', 'dengerin', 'nasehat', 'aa', 'gym', 'moga', 'sehat', 'slalu', 'lindung', 'islamjagankri', 'generalgatot', 'ilctvone']"
130,1,"sangat banyak ilmu yang bisa kita serap di #ILCTVONE semalam, menyejukan",sangat banyak ilmu yang bisa kita serap di  ilctvone semalam  menyejukan,0.0,62,3.2,"['sangat', 'banyak', 'ilmu', 'yang', 'bisa', 'kita', 'serap', 'di', 'ilctvone', 'semalam', 'menyejukan']","['sangat', 'banyak', 'ilmu', 'serap', 'ilctvone', 'semalam', 'menyejukan']","['sangat', 'banyak', 'ilmu', 'serap', 'ilctvone', 'malam', 'sejuk']"
131,1,#ILCtvone bangga kepada #PANGLIMATNI #JendralGatotNurmantyo, ilctvone bangga kepada  panglimatni  jendralgatotnurmantyo,0.0,55,5.5,"['ilctvone', 'bangga', 'kepada', 'panglimatni', 'jendralgatotnurmantyo']","['ilctvone', 'bangga', 'panglimatni', 'jendralgatotnurmantyo']","['ilctvone', 'bangga', 'panglimatni', 'jendralgatotnurmantyo']"
132,1,"Salut dengan komitmen Pak @GeneralGatot , tegas, berwibawa, inilah Jenderal sesungguhnya. #ILC411 #ILCtvone",salut dengan komitmen pak  generalgatot   tegas  berwibawa  inilah jenderal sesungguhnya   ilc     ilctvone,0.0,95,7.3999999999999995,"['salut', 'dengan', 'komitmen', 'pak', 'generalgatot', 'tegas', 'berwibawa', 'inilah', 'jenderal', 'sesungguhnya', 'ilc', 'ilctvone']","['salut', 'komitmen', 'pak', 'generalgatot', 'tegas', 'berwibawa', 'inilah', 'jenderal', 'sesungguhnya', 'ilc', 'ilctvone']","['salut', 'komitmen', 'pak', 'generalgatot', 'tegas', 'wibawa', 'ini', 'jenderal', 'sungguh', 'ilc', 'ilctvone']"
133,1,Hormat jendral... #ilctvone #keren #nextpresiden2019,hormat jendral     ilctvone  keren  nextpresiden    ,0.0,48,12.5,"['hormat', 'jendral', 'ilctvone', 'keren', 'nextpresiden']","['hormat', 'jendral', 'ilctvone', 'keren', 'nextpresiden']","['hormat', 'jendral', 'ilctvone', 'keren', 'nextpresiden']"
134,1,Aa gym.... Menyejukan mental dan jiwa #ilctvone,aa gym     menyejukan mental dan jiwa  ilctvone,0.0,41,12.2,"['aa', 'gym', 'menyejukan', 'mental', 'dan', 'jiwa', 'ilctvone']","['aa', 'gym', 'menyejukan', 'mental', 'jiwa', 'ilctvone']","['aa', 'gym', 'sejuk', 'mental', 'jiwa', 'ilctvone']"
135,1,Terimakasih buya Syafii @maarifinstitute . Bangga dg kejernihaannya #ilctvone,terimakasih buya syafii  maarifinstitute   bangga dg kejernihaannya  ilctvone,0.0,69,4.3,"['terimakasih', 'buya', 'syafii', 'maarifinstitute', 'bangga', 'dg', 'kejernihaannya', 'ilctvone']","['terimakasih', 'buya', 'syafii', 'maarifinstitute', 'bangga', 'dg', 'kejernihaannya', 'ilctvone']","['terimakasih', 'buya', 'syafii', 'maarifinstitute', 'bangga', 'dg', 'kejernihaannya', 'ilctvone']"
136,1,Penjelasan Kapolri jelas dan tegas. Barakallahu. Mari buka hati #ilctvone  #JagaNKRI,penjelasan kapolri jelas dan tegas  barakallahu  mari buka hati  ilctvone   jagankri,0.0,73,5.5,"['penjelasan', 'kapolri', 'jelas', 'dan', 'tegas', 'barakallahu', 'mari', 'buka', 'hati', 'ilctvone', 'jagankri']","['penjelasan', 'kapolri', 'jelas', 'tegas', 'barakallahu', 'buka', 'hati', 'ilctvone', 'jagankri']","['jelas', 'kapolri', 'jelas', 'tegas', 'barakallahu', 'buka', 'hati', 'ilctvone', 'jagankri']"
137,1,"jika kita memiliki kasih,  seharusnya saling memaafkan jika ada org yg sudah mau minta maaf, itu baru keren, salut. #ilctvone",jika kita memiliki kasih   seharusnya saling memaafkan jika ada org yg sudah mau minta maaf  itu baru keren  salut   ilctvone,0.0,105,4.8,"['jika', 'kita', 'memiliki', 'kasih', 'seharusnya', 'saling', 'memaafkan', 'jika', 'ada', 'org', 'yg', 'sudah', 'mau', 'minta', 'maaf', 'itu', 'baru', 'keren', 'salut', 'ilctvone']","['memiliki', 'kasih', 'saling', 'memaafkan', 'org', 'yg', 'mau', 'minta', 'maaf', 'baru', 'keren', 'salut', 'ilctvone']","['milik', 'kasih', 'saling', 'maaf', 'org', 'yg', 'mau', 'minta', 'maaf', 'baru', 'keren', 'salut', 'ilctvone']"
138,1,"#Ilctvone @jonru @hafidz_ary @AHMADDHANIPRAST sampe diketawain, krn awalnya kalem, diujung keringat dingin matanya merem asli lucu", ilctvone  jonru  hafidz ary  ahmaddhaniprast sampe diketawain  krn awalnya kalem  diujung keringat dingin matanya merem asli lucu,0.0,115,6.1,"['ilctvone', 'jonru', 'hafidz', 'ary', 'ahmaddhaniprast', 'sampe', 'diketawain', 'krn', 'awalnya', 'kalem', 'diujung', 'keringat', 'dingin', 'matanya', 'merem', 'asli', 'lucu']","['ilctvone', 'jonru', 'hafidz', 'ary', 'ahmaddhaniprast', 'sampe', 'diketawain', 'krn', 'awalnya', 'kalem', 'diujung', 'keringat', 'dingin', 'matanya', 'merem', 'asli', 'lucu']","['ilctvone', 'jonru', 'hafidz', 'ary', 'ahmaddhaniprast', 'sampe', 'diketawain', 'krn', 'awal', 'kalem', 'ujung', 'keringat', 'dingin', 'mata', 'merem', 'asli', 'lucu']"
139,1,Ahmad Dhani ngomong Pasti seru ini.... #ILCTVOne,ahmad dhani ngomong pasti seru ini      ilctvone,0.0,42,11.899999999999999,"['ahmad', 'dhani', 'ngomong', 'pasti', 'seru', 'ini', 'ilctvone']","['ahmad', 'dhani', 'ngomong', 'seru', 'ilctvone']","['ahmad', 'dhani', 'ngomong', 'seru', 'ilctvone']"
140,1,"Mendengar pendapat pak hasim muzadi sangat menentramkan, keren #ilctvone",mendengar pendapat pak hasim muzadi sangat menentramkan  keren  ilctvone,0.0,64,3.1,"['mendengar', 'pendapat', 'pak', 'hasim', 'muzadi', 'sangat', 'menentramkan', 'keren', 'ilctvone']","['mendengar', 'pendapat', 'pak', 'hasim', 'muzadi', 'sangat', 'menentramkan', 'keren', 'ilctvone']","['dengar', 'dapat', 'pak', 'hasim', 'muzadi', 'sangat', 'menentramkan', 'keren', 'ilctvone']"
141,1,Salut dan hormat utk bang jhonson panjaitan lugas dan masuk akal... #ILCtvone,salut dan hormat utk bang jhonson panjaitan lugas dan masuk akal     ilctvone,0.0,66,6.1,"['salut', 'dan', 'hormat', 'utk', 'bang', 'jhonson', 'panjaitan', 'lugas', 'dan', 'masuk', 'akal', 'ilctvone']","['salut', 'hormat', 'utk', 'bang', 'jhonson', 'panjaitan', 'lugas', 'masuk', 'akal', 'ilctvone']","['salut', 'hormat', 'utk', 'bang', 'jhonson', 'panjaitan', 'lugas', 'masuk', 'akal', 'ilctvone']"
142,1,Kompak dan sama  pembelaan antara BNN n Polisi...  #ilctvone,kompak dan sama  pembelaan antara bnn n polisi      ilctvone,0.0,50,8.0,"['kompak', 'dan', 'sama', 'pembelaan', 'antara', 'bnn', 'n', 'polisi', 'ilctvone']","['kompak', 'sama', 'pembelaan', 'bnn', 'n', 'polisi', 'ilctvone']","['kompak', 'sama', 'bela', 'bnn', 'n', 'polisi', 'ilctvone']"
143,1,Keren kali abang pengacara botak ini #ILCTvOne,keren kali abang pengacara botak ini  ilctvone,0.0,40,2.5,"['keren', 'kali', 'abang', 'pengacara', 'botak', 'ini', 'ilctvone']","['keren', 'kali', 'abang', 'pengacara', 'botak', 'ilctvone']","['keren', 'kali', 'abang', 'acara', 'botak', 'ilctvone']"
144,1,Jokowi ini org betul2 soleh.. hendropriyono #ilctvone,jokowi ini org betul  soleh   hendropriyono  ilctvone,0.0,47,6.4,"['jokowi', 'ini', 'org', 'betul', 'soleh', 'hendropriyono', 'ilctvone']","['jokowi', 'org', 'betul', 'soleh', 'hendropriyono', 'ilctvone']","['jokowi', 'org', 'betul', 'soleh', 'hendropriyono', 'ilctvone']"
145,1,Top n mencerahkan prof @mohmahfudmd ..! #ilctvone,top n mencerahkan prof  mohmahfudmd      ilctvone,0.0,43,11.600000000000001,"['top', 'n', 'mencerahkan', 'prof', 'mohmahfudmd', 'ilctvone']","['top', 'n', 'mencerahkan', 'prof', 'mohmahfudmd', 'ilctvone']","['top', 'n', 'cerah', 'prof', 'mohmahfudmd', 'ilctvone']"
146,1,Media dukung Ahok karena pendapatan iklan dari korporasi juga besar. #ILCtvone,media dukung ahok karena pendapatan iklan dari korporasi juga besar   ilctvone,0.0,68,2.9000000000000004,"['media', 'dukung', 'ahok', 'karena', 'pendapatan', 'iklan', 'dari', 'korporasi', 'juga', 'besar', 'ilctvone']","['media', 'dukung', 'ahok', 'pendapatan', 'iklan', 'korporasi', 'besar', 'ilctvone']","['media', 'dukung', 'ahok', 'dapat', 'iklan', 'korporasi', 'besar', 'ilctvone']"
147,1,@ILC_tvOnenews keren bikin melek #ilctvone, ilc tvonenews keren bikin melek  ilctvone,0.0,38,7.9,"['ilc', 'tvonenews', 'keren', 'bikin', 'melek', 'ilctvone']","['ilc', 'tvonenews', 'keren', 'bikin', 'melek', 'ilctvone']","['ilc', 'tvonenews', 'keren', 'bikin', 'melek', 'ilctvone']"
148,1,Salut sama pak Darmawan Salihin...  #ILCTVONE,salut sama pak darmawan salihin      ilctvone,0.0,39,10.299999999999999,"['salut', 'sama', 'pak', 'darmawan', 'salihin', 'ilctvone']","['salut', 'sama', 'pak', 'darmawan', 'salihin', 'ilctvone']","['salut', 'sama', 'pak', 'darmawan', 'salihin', 'ilctvone']"
149,1,semga ilc tetap jadi memberikan informasi yang benar,semga ilc tetap jadi memberikan informasi yang benar,0.0,45,0.0,"['semga', 'ilc', 'tetap', 'jadi', 'memberikan', 'informasi', 'yang', 'benar']","['semga', 'ilc', 'tetap', 'jadi', 'memberikan', 'informasi', 'benar']","['semga', 'ilc', 'tetap', 'jadi', 'beri', 'informasi', 'benar']"
150,1,"acara debat yag hebat, keren #ILC",acara debat yag hebat  keren  ilc,0.0,28,7.1,"['acara', 'debat', 'yag', 'hebat', 'keren', 'ilc']","['acara', 'debat', 'yag', 'hebat', 'keren', 'ilc']","['acara', 'debat', 'yag', 'hebat', 'keren', 'ilc']"
151,0,Yang di tunggu bukan tvshow tapi INDONESIA LAWYERS CLUB. TVshow tidak cocok dengan karakter siaran tvone!,yang di tunggu bukan tvshow tapi indonesia lawyers club  tvshow tidak cocok dengan karakter siaran tvone ,,90,2.1999999999999997,"['yang', 'di', 'tunggu', 'bukan', 'tvshow', 'tapi', 'indonesia', 'lawyers', 'club', 'tvshow', 'tidak', 'cocok', 'dengan', 'karakter', 'siaran', 'tvone']","['tunggu', 'bukan', 'tvshow', 'indonesia', 'lawyers', 'club', 'tvshow', 'cocok', 'karakter', 'siaran', 'tvone']","['tunggu', 'bukan', 'tvshow', 'indonesia', 'lawyers', 'club', 'tvshow', 'cocok', 'karakter', 'siar', 'tvone']"
152,0,"Indonesia Lawyers Club TvOne malam ini sepertinya batal tayang lagi. memalukan Rezim ini terlalu sakit, sehingga takut http://fb.me/18pYNAcs",indonesia lawyers club tvone malam ini sepertinya batal tayang lagi  memalukan rezim ini terlalu sakit  sehingga takut http   fb me   pynacs,,123,5.7,"['indonesia', 'lawyers', 'club', 'tvone', 'malam', 'ini', 'sepertinya', 'batal', 'tayang', 'lagi', 'memalukan', 'rezim', 'ini', 'terlalu', 'sakit', 'sehingga', 'takut', 'http', 'fb', 'me', 'pynacs']","['indonesia', 'lawyers', 'club', 'tvone', 'malam', 'sepertinya', 'batal', 'tayang', 'memalukan', 'rezim', 'terlalu', 'sakit', 'takut', 'http', 'fb', 'me', 'pynacs']","['indonesia', 'lawyers', 'club', 'tvone', 'malam', 'seperti', 'batal', 'tayang', 'malu', 'rezim', 'terlalu', 'sakit', 'takut', 'http', 'fb', 'me', 'pynacs']"
153,0,Potensi teroris sangat besar. Jangan bikin pernyataan yg memberi peluang pd teroris #ILC,potensi teroris sangat besar  jangan bikin pernyataan yg memberi peluang pd teroris  ilc,,76,2.6,"['potensi', 'teroris', 'sangat', 'besar', 'jangan', 'bikin', 'pernyataan', 'yg', 'memberi', 'peluang', 'pd', 'teroris', 'ilc']","['potensi', 'teroris', 'sangat', 'besar', 'jangan', 'bikin', 'pernyataan', 'yg', 'memberi', 'peluang', 'pd', 'teroris', 'ilc']","['potensi', 'teroris', 'sangat', 'besar', 'jangan', 'bikin', 'nyata', 'yg', 'beri', 'peluang', 'pd', 'teroris', 'ilc']"
154,0,"Indonesia banyak masalah tp gak ada sikap tegas dr pak presiden, ditanya di demo malah sibuk pencitraan & upload video gak penting! #ILC",indonesia banyak masalah tp gak ada sikap tegas dr pak presiden  ditanya di demo malah sibuk pencitraan   upload video gak penting   ilc,,114,3.5000000000000004,"['indonesia', 'banyak', 'masalah', 'tp', 'gak', 'ada', 'sikap', 'tegas', 'dr', 'pak', 'presiden', 'ditanya', 'di', 'demo', 'malah', 'sibuk', 'pencitraan', 'upload', 'video', 'gak', 'penting', 'ilc']","['indonesia', 'banyak', 'masalah', 'tp', 'gak', 'sikap', 'tegas', 'dr', 'pak', 'presiden', 'ditanya', 'demo', 'malah', 'sibuk', 'pencitraan', 'upload', 'video', 'gak', 'penting', 'ilc']","['indonesia', 'banyak', 'masalah', 'tp', 'gak', 'sikap', 'tegas', 'dr', 'pak', 'presiden', 'tanya', 'demo', 'malah', 'sibuk', 'citra', 'upload', 'video', 'gak', 'penting', 'ilc']"
